format_raw,Format,Metric,Year,count,Revenue [m$],Units [m],Rev [m$]
Music Video (Physical),Other,Value (Adjusted),1975,1,0,0,0
Music Video (Physical),Other,Value (Adjusted),1976,1,0,0,0
Music Video (Physical),Other,Value (Adjusted),1977,1,0,0,0
Music Video (Physical),Other,Value (Adjusted),1978,1,0,0,0
Music Video (Physical),Other,Value (Adjusted),1979,1,0,0,0
Music Video (Physical),Other,Value (Adjusted),1980,1,0,0,0
Music Video (Physical),Other,Value (Adjusted),1981,1,0,0,0
Music Video (Physical),Other,Value (Adjusted),1982,1,0,0,0
Music Video (Physical),Other,Value (Adjusted),1983,1,0,0,0
Music Video (Physical),Other,Value (Adjusted),1984,1,0,0,0
Music Video (Physical),Other,Value (Adjusted),1985,1,0,0,0
Music Video (Physical),Other,Value (Adjusted),1986,1,0,0,0
Music Video (Physical),Other,Value (Adjusted),1987,1,0,0,0
Music Video (Physical),Other,Value (Adjusted),1988,1,0,0,0
Music Video (Physical),Other,Value (Adjusted),1989,1,238,0,238
Music Video (Physical),Other,Value (Adjusted),1990,1,337,0,337
Music Video (Physical),Other,Value (Adjusted),1991,1,222,0,222
Music Video (Physical),Other,Value (Adjusted),1992,1,287,0,287
Music Video (Physical),Other,Value (Adjusted),1993,1,377,0,377
Music Video (Physical),Other,Value (Adjusted),1994,1,399,0,399
Music Video (Physical),Other,Value (Adjusted),1995,1,370,0,370
Music Video (Physical),Other,Value (Adjusted),1996,1,385,0,385
Music Video (Physical),Other,Value (Adjusted),1997,1,516,0,516
Music Video (Physical),Other,Value (Adjusted),1998,1,797,0,797
Music Video (Physical),Other,Value (Adjusted),1999,1,578,0,578
Music Video (Physical),Other,Value (Adjusted),2000,1,419,0,419
Music Video (Physical),Other,Value (Adjusted),2001,1,475,0,475
Music Video (Physical),Other,Value (Adjusted),2002,1,410,0,410
Music Video (Physical),Other,Value (Adjusted),2003,1,556,0,556
Music Video (Physical),Other,Value (Adjusted),2004,1,822,0,822
Music Video (Physical),Other,Value (Adjusted),2005,1,788,0,788
Music Video (Physical),Other,Value (Adjusted),2006,1,572,0,572
Music Video (Physical),Other,Value (Adjusted),2007,1,598,0,598
Music Video (Physical),Other,Value (Adjusted),2008,1,270,0,270
Music Video (Physical),Other,Value (Adjusted),2009,1,250,0,250
Music Video (Physical),Other,Value (Adjusted),2010,1,208,0,208
Music Video (Physical),Other,Value (Adjusted),2011,1,172,0,172
Music Video (Physical),Other,Value (Adjusted),2012,1,130,0,130
Music Video (Physical),Other,Value (Adjusted),2013,1,117,0,117
Music Video (Physical),Other,Value (Adjusted),2014,1,97,0,97
Music Video (Physical),Other,Value (Adjusted),2015,1,76,0,76
Music Video (Physical),Other,Value (Adjusted),2016,1,61,0,61
Music Video (Physical),Other,Value (Adjusted),2017,1,40,0,40
Music Video (Physical),Other,Value (Adjusted),2018,1,28,0,28
Music Video (Physical),Other,Value (Adjusted),2019,1,28,0,28
On-Demand Streaming (Ad-Supported),Other Streaming,Value (Adjusted),1973,1,0,0,0
On-Demand Streaming (Ad-Supported),Other Streaming,Value (Adjusted),1974,1,0,0,0
On-Demand Streaming (Ad-Supported),Other Streaming,Value (Adjusted),1975,1,0,0,0
On-Demand Streaming (Ad-Supported),Other Streaming,Value (Adjusted),1976,1,0,0,0
On-Demand Streaming (Ad-Supported),Other Streaming,Value (Adjusted),1977,1,0,0,0
On-Demand Streaming (Ad-Supported),Other Streaming,Value (Adjusted),1978,1,0,0,0
On-Demand Streaming (Ad-Supported),Other Streaming,Value (Adjusted),1979,1,0,0,0
On-Demand Streaming (Ad-Supported),Other Streaming,Value (Adjusted),1980,1,0,0,0
On-Demand Streaming (Ad-Supported),Other Streaming,Value (Adjusted),1981,1,0,0,0
On-Demand Streaming (Ad-Supported),Other Streaming,Value (Adjusted),1982,1,0,0,0
On-Demand Streaming (Ad-Supported),Other Streaming,Value (Adjusted),1983,1,0,0,0
On-Demand Streaming (Ad-Supported),Other Streaming,Value (Adjusted),1984,1,0,0,0
On-Demand Streaming (Ad-Supported),Other Streaming,Value (Adjusted),1985,1,0,0,0
On-Demand Streaming (Ad-Supported),Other Streaming,Value (Adjusted),1986,1,0,0,0
On-Demand Streaming (Ad-Supported),Other Streaming,Value (Adjusted),1987,1,0,0,0
On-Demand Streaming (Ad-Supported),Other Streaming,Value (Adjusted),1988,1,0,0,0
On-Demand Streaming (Ad-Supported),Other Streaming,Value (Adjusted),1989,1,0,0,0
On-Demand Streaming (Ad-Supported),Other Streaming,Value (Adjusted),1990,1,0,0,0
On-Demand Streaming (Ad-Supported),Other Streaming,Value (Adjusted),1991,1,0,0,0
On-Demand Streaming (Ad-Supported),Other Streaming,Value (Adjusted),1992,1,0,0,0
On-Demand Streaming (Ad-Supported),Other Streaming,Value (Adjusted),1993,1,0,0,0
On-Demand Streaming (Ad-Supported),Other Streaming,Value (Adjusted),1994,1,0,0,0
On-Demand Streaming (Ad-Supported),Other Streaming,Value (Adjusted),1995,1,0,0,0
On-Demand Streaming (Ad-Supported),Other Streaming,Value (Adjusted),1996,1,0,0,0
On-Demand Streaming (Ad-Supported),Other Streaming,Value (Adjusted),1997,1,0,0,0
On-Demand Streaming (Ad-Supported),Other Streaming,Value (Adjusted),1998,1,0,0,0
On-Demand Streaming (Ad-Supported),Other Streaming,Value (Adjusted),1999,1,0,0,0
On-Demand Streaming (Ad-Supported),Other Streaming,Value (Adjusted),2000,1,0,0,0
On-Demand Streaming (Ad-Supported),Other Streaming,Value (Adjusted),2001,1,0,0,0
On-Demand Streaming (Ad-Supported),Other Streaming,Value (Adjusted),2002,1,0,0,0
On-Demand Streaming (Ad-Supported),Other Streaming,Value (Adjusted),2003,1,0,0,0
On-Demand Streaming (Ad-Supported),Other Streaming,Value (Adjusted),2004,1,0,0,0
On-Demand Streaming (Ad-Supported),Other Streaming,Value (Adjusted),2005,1,0,0,0
On-Demand Streaming (Ad-Supported),Other Streaming,Value (Adjusted),2006,1,0,0,0
On-Demand Streaming (Ad-Supported),Other Streaming,Value (Adjusted),2007,1,0,0,0
On-Demand Streaming (Ad-Supported),Other Streaming,Value (Adjusted),2008,1,0,0,0
On-Demand Streaming (Ad-Supported),Other Streaming,Value (Adjusted),2009,1,0,0,0
On-Demand Streaming (Ad-Supported),Other Streaming,Value (Adjusted),2010,1,0,0,0
On-Demand Streaming (Ad-Supported),Other Streaming,Value (Adjusted),2011,1,129,0,129
On-Demand Streaming (Ad-Supported),Other Streaming,Value (Adjusted),2012,1,190,0,190
On-Demand Streaming (Ad-Supported),Other Streaming,Value (Adjusted),2013,1,242,0,242
On-Demand Streaming (Ad-Supported),Other Streaming,Value (Adjusted),2014,1,306,0,306
On-Demand Streaming (Ad-Supported),Other Streaming,Value (Adjusted),2015,1,401,0,401
On-Demand Streaming (Ad-Supported),Other Streaming,Value (Adjusted),2016,1,521,0,521
On-Demand Streaming (Ad-Supported),Other Streaming,Value (Adjusted),2017,1,687,0,687
On-Demand Streaming (Ad-Supported),Other Streaming,Value (Adjusted),2018,1,773,0,773
On-Demand Streaming (Ad-Supported),Other Streaming,Value (Adjusted),2019,1,908,0,908
Other Ad-Supported Streaming,Other Streaming,Value (Adjusted),1973,1,0,0,0
Other Ad-Supported Streaming,Other Streaming,Value (Adjusted),1974,1,0,0,0
Other Ad-Supported Streaming,Other Streaming,Value (Adjusted),1975,1,0,0,0
Other Ad-Supported Streaming,Other Streaming,Value (Adjusted),1976,1,0,0,0
Other Ad-Supported Streaming,Other Streaming,Value (Adjusted),1977,1,0,0,0
Other Ad-Supported Streaming,Other Streaming,Value (Adjusted),1978,1,0,0,0
Other Ad-Supported Streaming,Other Streaming,Value (Adjusted),1979,1,0,0,0
Other Ad-Supported Streaming,Other Streaming,Value (Adjusted),1980,1,0,0,0
Other Ad-Supported Streaming,Other Streaming,Value (Adjusted),1981,1,0,0,0
Other Ad-Supported Streaming,Other Streaming,Value (Adjusted),1982,1,0,0,0
Other Ad-Supported Streaming,Other Streaming,Value (Adjusted),1983,1,0,0,0
Other Ad-Supported Streaming,Other Streaming,Value (Adjusted),1984,1,0,0,0
Other Ad-Supported Streaming,Other Streaming,Value (Adjusted),1985,1,0,0,0
Other Ad-Supported Streaming,Other Streaming,Value (Adjusted),1986,1,0,0,0
Other Ad-Supported Streaming,Other Streaming,Value (Adjusted),1987,1,0,0,0
Other Ad-Supported Streaming,Other Streaming,Value (Adjusted),1988,1,0,0,0
Other Ad-Supported Streaming,Other Streaming,Value (Adjusted),1989,1,0,0,0
Other Ad-Supported Streaming,Other Streaming,Value (Adjusted),1990,1,0,0,0
Other Ad-Supported Streaming,Other Streaming,Value (Adjusted),1991,1,0,0,0
Other Ad-Supported Streaming,Other Streaming,Value (Adjusted),1992,1,0,0,0
Other Ad-Supported Streaming,Other Streaming,Value (Adjusted),1993,1,0,0,0
Other Ad-Supported Streaming,Other Streaming,Value (Adjusted),1994,1,0,0,0
Other Ad-Supported Streaming,Other Streaming,Value (Adjusted),1995,1,0,0,0
Other Ad-Supported Streaming,Other Streaming,Value (Adjusted),1996,1,0,0,0
Other Ad-Supported Streaming,Other Streaming,Value (Adjusted),1997,1,0,0,0
Other Ad-Supported Streaming,Other Streaming,Value (Adjusted),1998,1,0,0,0
Other Ad-Supported Streaming,Other Streaming,Value (Adjusted),1999,1,0,0,0
Other Ad-Supported Streaming,Other Streaming,Value (Adjusted),2000,1,0,0,0
Other Ad-Supported Streaming,Other Streaming,Value (Adjusted),2001,1,0,0,0
Other Ad-Supported Streaming,Other Streaming,Value (Adjusted),2002,1,0,0,0
Other Ad-Supported Streaming,Other Streaming,Value (Adjusted),2003,1,0,0,0
Other Ad-Supported Streaming,Other Streaming,Value (Adjusted),2004,1,0,0,0
Other Ad-Supported Streaming,Other Streaming,Value (Adjusted),2005,1,0,0,0
Other Ad-Supported Streaming,Other Streaming,Value (Adjusted),2006,1,0,0,0
Other Ad-Supported Streaming,Other Streaming,Value (Adjusted),2007,1,0,0,0
Other Ad-Supported Streaming,Other Streaming,Value (Adjusted),2008,1,0,0,0
Other Ad-Supported Streaming,Other Streaming,Value (Adjusted),2009,1,0,0,0
Other Ad-Supported Streaming,Other Streaming,Value (Adjusted),2010,1,0,0,0
Other Ad-Supported Streaming,Other Streaming,Value (Adjusted),2011,1,0,0,0
Other Ad-Supported Streaming,Other Streaming,Value (Adjusted),2012,1,0,0,0
Other Ad-Supported Streaming,Other Streaming,Value (Adjusted),2013,1,0,0,0
Other Ad-Supported Streaming,Other Streaming,Value (Adjusted),2014,1,0,0,0
Other Ad-Supported Streaming,Other Streaming,Value (Adjusted),2015,1,0,0,0
Other Ad-Supported Streaming,Other Streaming,Value (Adjusted),2016,1,87,0,87
Other Ad-Supported Streaming,Other Streaming,Value (Adjusted),2017,1,273,0,273
Other Ad-Supported Streaming,Other Streaming,Value (Adjusted),2018,1,256,0,256
Other Ad-Supported Streaming,Other Streaming,Value (Adjusted),2019,1,251,0,251
Other Digital,Download,Value (Adjusted),1973,1,0,0,0
Other Digital,Download,Value (Adjusted),1974,1,0,0,0
Other Digital,Download,Value (Adjusted),1975,1,0,0,0
Other Digital,Download,Value (Adjusted),1976,1,0,0,0
Other Digital,Download,Value (Adjusted),1977,1,0,0,0
Other Digital,Download,Value (Adjusted),1978,1,0,0,0
Other Digital,Download,Value (Adjusted),1979,1,0,0,0
Other Digital,Download,Value (Adjusted),1980,1,0,0,0
Other Digital,Download,Value (Adjusted),1981,1,0,0,0
Other Digital,Download,Value (Adjusted),1982,1,0,0,0
Other Digital,Download,Value (Adjusted),1983,1,0,0,0
Other Digital,Download,Value (Adjusted),1984,1,0,0,0
Other Digital,Download,Value (Adjusted),1985,1,0,0,0
Other Digital,Download,Value (Adjusted),1986,1,0,0,0
Other Digital,Download,Value (Adjusted),1987,1,0,0,0
Other Digital,Download,Value (Adjusted),1988,1,0,0,0
Other Digital,Download,Value (Adjusted),1989,1,0,0,0
Other Digital,Download,Value (Adjusted),1990,1,0,0,0
Other Digital,Download,Value (Adjusted),1991,1,0,0,0
Other Digital,Download,Value (Adjusted),1992,1,0,0,0
Other Digital,Download,Value (Adjusted),1993,1,0,0,0
Other Digital,Download,Value (Adjusted),1994,1,0,0,0
Other Digital,Download,Value (Adjusted),1995,1,0,0,0
Other Digital,Download,Value (Adjusted),1996,1,0,0,0
Other Digital,Download,Value (Adjusted),1997,1,0,0,0
Other Digital,Download,Value (Adjusted),1998,1,0,0,0
Other Digital,Download,Value (Adjusted),1999,1,0,0,0
Other Digital,Download,Value (Adjusted),2000,1,0,0,0
Other Digital,Download,Value (Adjusted),2001,1,0,0,0
Other Digital,Download,Value (Adjusted),2002,1,0,0,0
Other Digital,Download,Value (Adjusted),2003,1,0,0,0
Other Digital,Download,Value (Adjusted),2004,1,0,0,0
Other Digital,Download,Value (Adjusted),2005,1,0,0,0
Other Digital,Download,Value (Adjusted),2006,1,0,0,0
Other Digital,Download,Value (Adjusted),2007,1,0,0,0
Other Digital,Download,Value (Adjusted),2008,1,0,0,0
Other Digital,Download,Value (Adjusted),2009,1,0,0,0
Other Digital,Download,Value (Adjusted),2010,1,0,0,0
Other Digital,Download,Value (Adjusted),2011,1,0,0,0
Other Digital,Download,Value (Adjusted),2012,1,0,0,0
Other Digital,Download,Value (Adjusted),2013,1,0,0,0
Other Digital,Download,Value (Adjusted),2014,1,0,0,0
Other Digital,Download,Value (Adjusted),2015,1,0,0,0
Other Digital,Download,Value (Adjusted),2016,1,18,0,18
Other Digital,Download,Value (Adjusted),2017,1,18,0,18
Other Digital,Download,Value (Adjusted),2018,1,20,0,20
Other Digital,Download,Value (Adjusted),2019,1,22,0,22
Other Tapes,Tapes,Value (Adjusted),1973,1,90,0,90
Other Tapes,Tapes,Value (Adjusted),1974,1,69,0,69
Other Tapes,Tapes,Value (Adjusted),1975,1,48,0,48
Other Tapes,Tapes,Value (Adjusted),1976,1,23,0,23
Other Tapes,Tapes,Value (Adjusted),1977,1,0,0,0
Other Tapes,Tapes,Value (Adjusted),1978,1,0,0,0
Other Tapes,Tapes,Value (Adjusted),1979,1,0,0,0
Other Tapes,Tapes,Value (Adjusted),1980,1,0,0,0
Other Tapes,Tapes,Value (Adjusted),1981,1,0,0,0
Other Tapes,Tapes,Value (Adjusted),1982,1,0,0,0
Other Tapes,Tapes,Value (Adjusted),1983,1,0,0,0
Other Tapes,Tapes,Value (Adjusted),1984,1,0,0,0
Other Tapes,Tapes,Value (Adjusted),1985,1,0,0,0
Other Tapes,Tapes,Value (Adjusted),1986,1,0,0,0
Other Tapes,Tapes,Value (Adjusted),1987,1,0,0,0
Other Tapes,Tapes,Value (Adjusted),1988,1,0,0,0
Other Tapes,Tapes,Value (Adjusted),1989,1,0,0,0
Other Tapes,Tapes,Value (Adjusted),1990,1,0,0,0
Other Tapes,Tapes,Value (Adjusted),1991,1,0,0,0
Other Tapes,Tapes,Value (Adjusted),1992,1,0,0,0
Other Tapes,Tapes,Value (Adjusted),1993,1,0,0,0
Other Tapes,Tapes,Value (Adjusted),1994,1,0,0,0
Other Tapes,Tapes,Value (Adjusted),1995,1,0,0,0
Other Tapes,Tapes,Value (Adjusted),1996,1,0,0,0
Other Tapes,Tapes,Value (Adjusted),1997,1,0,0,0
Other Tapes,Tapes,Value (Adjusted),1998,1,0,0,0
Other Tapes,Tapes,Value (Adjusted),1999,1,0,0,0
Other Tapes,Tapes,Value (Adjusted),2000,1,0,0,0
Other Tapes,Tapes,Value (Adjusted),2001,1,0,0,0
Other Tapes,Tapes,Value (Adjusted),2002,1,0,0,0
Other Tapes,Tapes,Value (Adjusted),2003,1,0,0,0
Other Tapes,Tapes,Value (Adjusted),2004,1,0,0,0
Other Tapes,Tapes,Value (Adjusted),2005,1,0,0,0
Other Tapes,Tapes,Value (Adjusted),2006,1,0,0,0
Other Tapes,Tapes,Value (Adjusted),2007,1,0,0,0
Other Tapes,Tapes,Value (Adjusted),2008,1,0,0,0
Other Tapes,Tapes,Value (Adjusted),2009,1,0,0,0
Other Tapes,Tapes,Value (Adjusted),2010,1,0,0,0
Other Tapes,Tapes,Value (Adjusted),2011,1,0,0,0
Other Tapes,Tapes,Value (Adjusted),2012,1,0,0,0
Other Tapes,Tapes,Value (Adjusted),2013,1,0,0,0
Other Tapes,Tapes,Value (Adjusted),2014,1,0,0,0
Other Tapes,Tapes,Value (Adjusted),2015,1,0,0,0
Other Tapes,Tapes,Value (Adjusted),2016,1,0,0,0
Other Tapes,Tapes,Value (Adjusted),2017,1,0,0,0
Other Tapes,Tapes,Value (Adjusted),2018,1,0,0,0
Other Tapes,Tapes,Value (Adjusted),2019,1,0,0,0
Paid Subscription,Paid Subscription,Value (Adjusted),1973,1,0,0,0
Paid Subscription,Paid Subscription,Value (Adjusted),1974,1,0,0,0
Paid Subscription,Paid Subscription,Value (Adjusted),1975,1,0,0,0
Paid Subscription,Paid Subscription,Value (Adjusted),1976,1,0,0,0
Paid Subscription,Paid Subscription,Value (Adjusted),1977,1,0,0,0
Paid Subscription,Paid Subscription,Value (Adjusted),1978,1,0,0,0
Paid Subscription,Paid Subscription,Value (Adjusted),1979,1,0,0,0
Paid Subscription,Paid Subscription,Value (Adjusted),1980,1,0,0,0
Paid Subscription,Paid Subscription,Value (Adjusted),1981,1,0,0,0
Paid Subscription,Paid Subscription,Value (Adjusted),1982,1,0,0,0
Paid Subscription,Paid Subscription,Value (Adjusted),1983,1,0,0,0
Paid Subscription,Paid Subscription,Value (Adjusted),1984,1,0,0,0
Paid Subscription,Paid Subscription,Value (Adjusted),1985,1,0,0,0
Paid Subscription,Paid Subscription,Value (Adjusted),1986,1,0,0,0
Paid Subscription,Paid Subscription,Value (Adjusted),1987,1,0,0,0
Paid Subscription,Paid Subscription,Value (Adjusted),1988,1,0,0,0
Paid Subscription,Paid Subscription,Value (Adjusted),1989,1,0,0,0
Paid Subscription,Paid Subscription,Value (Adjusted),1990,1,0,0,0
Paid Subscription,Paid Subscription,Value (Adjusted),1991,1,0,0,0
Paid Subscription,Paid Subscription,Value (Adjusted),1992,1,0,0,0
Paid Subscription,Paid Subscription,Value (Adjusted),1993,1,0,0,0
Paid Subscription,Paid Subscription,Value (Adjusted),1994,1,0,0,0
Paid Subscription,Paid Subscription,Value (Adjusted),1995,1,0,0,0
Paid Subscription,Paid Subscription,Value (Adjusted),1996,1,0,0,0
Paid Subscription,Paid Subscription,Value (Adjusted),1997,1,0,0,0
Paid Subscription,Paid Subscription,Value (Adjusted),1998,1,0,0,0
Paid Subscription,Paid Subscription,Value (Adjusted),1999,1,0,0,0
Paid Subscription,Paid Subscription,Value (Adjusted),2000,1,0,0,0
Paid Subscription,Paid Subscription,Value (Adjusted),2001,1,0,0,0
Paid Subscription,Paid Subscription,Value (Adjusted),2002,1,0,0,0
Paid Subscription,Paid Subscription,Value (Adjusted),2003,1,0,0,0
Paid Subscription,Paid Subscription,Value (Adjusted),2004,1,0,0,0
Paid Subscription,Paid Subscription,Value (Adjusted),2005,1,195,0,195
Paid Subscription,Paid Subscription,Value (Adjusted),2006,1,261,0,261
Paid Subscription,Paid Subscription,Value (Adjusted),2007,1,289,0,289
Paid Subscription,Paid Subscription,Value (Adjusted),2008,1,263,0,263
Paid Subscription,Paid Subscription,Value (Adjusted),2009,1,246,0,246
Paid Subscription,Paid Subscription,Value (Adjusted),2010,1,249,0,249
Paid Subscription,Paid Subscription,Value (Adjusted),2011,1,282,0,282
Paid Subscription,Paid Subscription,Value (Adjusted),2012,1,445,0,445
Paid Subscription,Paid Subscription,Value (Adjusted),2013,1,706,0,706
Paid Subscription,Paid Subscription,Value (Adjusted),2014,1,832,0,832
Paid Subscription,Paid Subscription,Value (Adjusted),2015,1,1248,0,1248
Paid Subscription,Paid Subscription,Value (Adjusted),2016,1,2390,0,2390
Paid Subscription,Paid Subscription,Value (Adjusted),2017,1,3651,0,3651
Paid Subscription,Paid Subscription,Value (Adjusted),2018,1,4740,0,4740
Paid Subscription,Paid Subscription,Value (Adjusted),2019,1,5934,0,5934
Ringtones & Ringbacks,Ringtones,Value (Adjusted),1973,1,0,0,0
Ringtones & Ringbacks,Ringtones,Value (Adjusted),1974,1,0,0,0
Ringtones & Ringbacks,Ringtones,Value (Adjusted),1975,1,0,0,0
Ringtones & Ringbacks,Ringtones,Value (Adjusted),1976,1,0,0,0
Ringtones & Ringbacks,Ringtones,Value (Adjusted),1977,1,0,0,0
Ringtones & Ringbacks,Ringtones,Value (Adjusted),1978,1,0,0,0
Ringtones & Ringbacks,Ringtones,Value (Adjusted),1979,1,0,0,0
Ringtones & Ringbacks,Ringtones,Value (Adjusted),1980,1,0,0,0
Ringtones & Ringbacks,Ringtones,Value (Adjusted),1981,1,0,0,0
Ringtones & Ringbacks,Ringtones,Value (Adjusted),1982,1,0,0,0
Ringtones & Ringbacks,Ringtones,Value (Adjusted),1983,1,0,0,0
Ringtones & Ringbacks,Ringtones,Value (Adjusted),1984,1,0,0,0
Ringtones & Ringbacks,Ringtones,Value (Adjusted),1985,1,0,0,0
Ringtones & Ringbacks,Ringtones,Value (Adjusted),1986,1,0,0,0
Ringtones & Ringbacks,Ringtones,Value (Adjusted),1987,1,0,0,0
Ringtones & Ringbacks,Ringtones,Value (Adjusted),1988,1,0,0,0
Ringtones & Ringbacks,Ringtones,Value (Adjusted),1989,1,0,0,0
Ringtones & Ringbacks,Ringtones,Value (Adjusted),1990,1,0,0,0
Ringtones & Ringbacks,Ringtones,Value (Adjusted),1991,1,0,0,0
Ringtones & Ringbacks,Ringtones,Value (Adjusted),1992,1,0,0,0
Ringtones & Ringbacks,Ringtones,Value (Adjusted),1993,1,0,0,0
Ringtones & Ringbacks,Ringtones,Value (Adjusted),1994,1,0,0,0
Ringtones & Ringbacks,Ringtones,Value (Adjusted),1995,1,0,0,0
Ringtones & Ringbacks,Ringtones,Value (Adjusted),1996,1,0,0,0
Ringtones & Ringbacks,Ringtones,Value (Adjusted),1997,1,0,0,0
Ringtones & Ringbacks,Ringtones,Value (Adjusted),1998,1,0,0,0
Ringtones & Ringbacks,Ringtones,Value (Adjusted),1999,1,0,0,0
Ringtones & Ringbacks,Ringtones,Value (Adjusted),2000,1,0,0,0
Ringtones & Ringbacks,Ringtones,Value (Adjusted),2001,1,0,0,0
Ringtones & Ringbacks,Ringtones,Value (Adjusted),2002,1,0,0,0
Ringtones & Ringbacks,Ringtones,Value (Adjusted),2003,1,0,0,0
Ringtones & Ringbacks,Ringtones,Value (Adjusted),2004,1,0,0,0
Ringtones & Ringbacks,Ringtones,Value (Adjusted),2005,1,552,0,552
Ringtones & Ringbacks,Ringtones,Value (Adjusted),2006,1,981,0,981
Ringtones & Ringbacks,Ringtones,Value (Adjusted),2007,1,1302,0,1302
Ringtones & Ringbacks,Ringtones,Value (Adjusted),2008,1,1160,0,1160
Ringtones & Ringbacks,Ringtones,Value (Adjusted),2009,1,838,0,838
Ringtones & Ringbacks,Ringtones,Value (Adjusted),2010,1,525,0,525
Ringtones & Ringbacks,Ringtones,Value (Adjusted),2011,1,314,0,314
Ringtones & Ringbacks,Ringtones,Value (Adjusted),2012,1,163,0,163
Ringtones & Ringbacks,Ringtones,Value (Adjusted),2013,1,108,0,108
Ringtones & Ringbacks,Ringtones,Value (Adjusted),2014,1,72,0,72
Ringtones & Ringbacks,Ringtones,Value (Adjusted),2015,1,59,0,59
Ringtones & Ringbacks,Ringtones,Value (Adjusted),2016,1,60,0,60
Ringtones & Ringbacks,Ringtones,Value (Adjusted),2017,1,37,0,37
Ringtones & Ringbacks,Ringtones,Value (Adjusted),2018,1,25,0,25
Ringtones & Ringbacks,Ringtones,Value (Adjusted),2019,1,21,0,21
SACD,CD,Value (Adjusted),1973,1,0,0,0
SACD,CD,Value (Adjusted),1974,1,0,0,0
SACD,CD,Value (Adjusted),1975,1,0,0,0
SACD,CD,Value (Adjusted),1976,1,0,0,0
SACD,CD,Value (Adjusted),1977,1,0,0,0
SACD,CD,Value (Adjusted),1978,1,0,0,0
SACD,CD,Value (Adjusted),1979,1,0,0,0
SACD,CD,Value (Adjusted),1980,1,0,0,0
SACD,CD,Value (Adjusted),1981,1,0,0,0
SACD,CD,Value (Adjusted),1982,1,0,0,0
SACD,CD,Value (Adjusted),1983,1,0,0,0
SACD,CD,Value (Adjusted),1984,1,0,0,0
SACD,CD,Value (Adjusted),1985,1,0,0,0
SACD,CD,Value (Adjusted),1986,1,0,0,0
SACD,CD,Value (Adjusted),1987,1,0,0,0
SACD,CD,Value (Adjusted),1988,1,0,0,0
SACD,CD,Value (Adjusted),1989,1,0,0,0
SACD,CD,Value (Adjusted),1990,1,0,0,0
SACD,CD,Value (Adjusted),1991,1,0,0,0
SACD,CD,Value (Adjusted),1992,1,0,0,0
SACD,CD,Value (Adjusted),1993,1,0,0,0
SACD,CD,Value (Adjusted),1994,1,0,0,0
SACD,CD,Value (Adjusted),1995,1,0,0,0
SACD,CD,Value (Adjusted),1996,1,0,0,0
SACD,CD,Value (Adjusted),1997,1,0,0,0
SACD,CD,Value (Adjusted),1998,1,0,0,0
SACD,CD,Value (Adjusted),1999,1,0,0,0
SACD,CD,Value (Adjusted),2000,1,0,0,0
SACD,CD,Value (Adjusted),2001,1,0,0,0
SACD,CD,Value (Adjusted),2002,1,0,0,0
SACD,CD,Value (Adjusted),2003,1,37,0,37
SACD,CD,Value (Adjusted),2004,1,22,0,22
SACD,CD,Value (Adjusted),2005,1,13,0,13
SACD,CD,Value (Adjusted),2006,1,7,0,7
SACD,CD,Value (Adjusted),2007,1,4,0,4
SACD,CD,Value (Adjusted),2008,1,4,0,4
SACD,CD,Value (Adjusted),2009,1,3,0,3
SACD,CD,Value (Adjusted),2010,1,2,0,2
SACD,CD,Value (Adjusted),2011,1,2,0,2
SACD,CD,Value (Adjusted),2012,1,1,0,1
SACD,CD,Value (Adjusted),2013,1,1,0,1
SACD,CD,Value (Adjusted),2014,1,1,0,1
SACD,CD,Value (Adjusted),2015,1,1,0,1
SACD,CD,Value (Adjusted),2016,1,1,0,1
SACD,CD,Value (Adjusted),2017,1,1,0,1
SACD,CD,Value (Adjusted),2018,1,1,0,1
SACD,CD,Value (Adjusted),2019,1,0,0,0
SoundExchange Distributions,Other Streaming,Value (Adjusted),1973,1,0,0,0
SoundExchange Distributions,Other Streaming,Value (Adjusted),1974,1,0,0,0
SoundExchange Distributions,Other Streaming,Value (Adjusted),1975,1,0,0,0
SoundExchange Distributions,Other Streaming,Value (Adjusted),1976,1,0,0,0
SoundExchange Distributions,Other Streaming,Value (Adjusted),1977,1,0,0,0
SoundExchange Distributions,Other Streaming,Value (Adjusted),1978,1,0,0,0
SoundExchange Distributions,Other Streaming,Value (Adjusted),1979,1,0,0,0
SoundExchange Distributions,Other Streaming,Value (Adjusted),1980,1,0,0,0
SoundExchange Distributions,Other Streaming,Value (Adjusted),1981,1,0,0,0
SoundExchange Distributions,Other Streaming,Value (Adjusted),1982,1,0,0,0
SoundExchange Distributions,Other Streaming,Value (Adjusted),1983,1,0,0,0
SoundExchange Distributions,Other Streaming,Value (Adjusted),1984,1,0,0,0
SoundExchange Distributions,Other Streaming,Value (Adjusted),1985,1,0,0,0
SoundExchange Distributions,Other Streaming,Value (Adjusted),1986,1,0,0,0
SoundExchange Distributions,Other Streaming,Value (Adjusted),1987,1,0,0,0
SoundExchange Distributions,Other Streaming,Value (Adjusted),1988,1,0,0,0
SoundExchange Distributions,Other Streaming,Value (Adjusted),1989,1,0,0,0
SoundExchange Distributions,Other Streaming,Value (Adjusted),1990,1,0,0,0
SoundExchange Distributions,Other Streaming,Value (Adjusted),1991,1,0,0,0
SoundExchange Distributions,Other Streaming,Value (Adjusted),1992,1,0,0,0
SoundExchange Distributions,Other Streaming,Value (Adjusted),1993,1,0,0,0
